peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
114.04,1.77,V,48,0,0,6,0,6,0,N,1,3,3
101.41,1.87,V,38,0,8,5,4,4,0,N,1,2,3
86.34,1.62,M,47,0,11,5,5,2,0,N,0,1,3
53.25,1.72,V,28,10,14,0,17,9,0,N,0,0,0
57.03,1.78,M,51,70,2,0,5,6,2,N,1,0,0
125.87,1.82,V,61,0,2,0,7,8,0,N,1,1,2
52.63,1.71,V,31,70,15,1,1,0,0,N,0,0,1
97.39,1.7,M,41,0,0,1,0,0,0,N,2,4,2
54.5,1.74,V,42,0,8,0,18,21,0,N,2,4,3
73,1.77,V,41,20,0,3,0,7,0,N,1,1,3
88.75,1.72,V,60,10,11,0,0,0,0,N,2,4,4
87.14,1.64,M,39,0,3,3,0,1,0,N,0,3,2
49.6,1.66,M,18,0,0,0,19,14,0,N,2,3,2
45.51,1.59,M,42,40,0,0,0,0,0,N,1,0,0
62.2,1.62,V,25,0,11,5,5,11,0,N,2,1,0
54.5,1.74,V,45,150,10,2,0,5,0,N,2,2,4
81.5,1.7,V,18,0,0,0,2,3,0,N,1,0,0
65.36,1.64,M,41,20,0,1,0,2,1,N,1,3,2
49.6,1.66,M,52,0,29,0,22,6,0,N,1,3,3
76.6,1.74,V,34,0,11,0,10,7,2,N,0,2,1
56.39,1.77,V,23,90,9,0,2,4,0,N,2,4,3
46.08,1.6,M,50,20,0,0,18,11,0,N,2,3,3
53.87,1.73,V,18,0,0,0,10,8,2,N,2,3,4
75.84,1.59,M,27,0,6,7,0,2,0,N,2,3,2
80.77,1.63,M,38,0,0,0,14,6,0,N,1,0,1
62.63,1.85,V,33,20,3,0,0,0,0,N,1,3,4
94.22,1.9,V,30,0,4,0,8,7,0,N,0,1,2
58.32,1.8,V,51,70,0,5,0,0,2,N,1,3,4
100.73,1.65,M,57,0,3,0,7,0,0,N,1,4,2
81.38,1.58,M,43,0,9,0,0,2,2,N,2,3,1
104.53,1.69,M,48,0,0,0,6,5,0,N,1,1,2
79.69,1.69,M,42,0,0,0,10,0,2,N,2,4,4
122.9,1.83,V,46,0,0,0,0,4,1,N,2,3,3
119.72,1.73,V,55,0,0,0,0,0,0,N,1,0,2
63.49,1.6,M,37,0,0,0,13,9,0,N,1,2,2
49,1.65,M,48,20,23,4,0,0,0,N,2,4,4
119.13,1.78,V,67,10,15,7,0,1,3,N,0,1,0
56.39,1.77,V,32,20,0,5,6,0,0,N,2,4,4
95.11,1.83,V,61,0,0,0,18,16,2,N,0,2,2
94.28,1.8,V,46,0,19,0,10,3,0,N,0,1,1
60.35,1.72,M,50,30,4,1,1,0,2,N,0,1,2
86.39,1.72,M,28,0,0,5,0,2,0,N,1,3,4
54.5,1.74,V,30,0,0,0,21,15,0,N,1,2,2
51.41,1.69,M,30,30,12,0,28,2,0,N,2,2,2
83.31,1.57,M,30,0,0,0,0,5,4,N,1,2,1
58.97,1.81,V,39,0,5,0,24,10,0,N,0,2,1
64.77,1.6,M,20,0,6,5,0,0,0,N,2,4,4
67.24,1.66,M,23,0,15,4,0,5,0,N,3,2,3
89.59,1.7,M,58,0,20,0,0,8,0,N,2,4,4
43.8,1.56,M,23,130,8,0,0,0,0,N,2,2,2
51.41,1.69,M,22,30,15,6,17,13,0,N,2,1,0
90.34,1.75,V,35,0,0,1,8,2,6,N,0,1,2
50.2,1.67,M,18,130,3,2,13,12,1,N,0,0,0
69.33,1.74,V,25,0,0,0,15,0,0,N,3,2,1
69.7,1.65,M,31,0,18,0,0,1,0,N,2,3,4
98.17,1.64,M,59,0,0,4,12,6,0,N,1,2,2
83.04,1.71,V,30,0,25,9,0,0,0,S,0,0,2
76.88,1.55,M,26,0,2,8,2,0,0,N,1,1,2
52.02,1.7,M,44,60,2,0,13,0,0,N,2,3,4
48.41,1.64,M,44,30,0,2,11,10,3,N,3,3,4
67.55,1.71,V,62,20,36,0,1,0,0,N,0,1,0
107.58,1.64,M,64,0,0,2,2,6,0,N,0,1,1
80.86,1.65,M,44,0,0,0,7,6,0,N,1,3,4
57.67,1.79,V,46,80,4,0,12,3,3,N,2,3,3
99.02,1.61,M,34,0,0,1,0,0,0,N,1,1,1
61.43,1.61,M,21,0,1,4,14,3,0,N,1,1,1
99.31,1.77,V,39,0,0,0,10,4,0,N,0,0,1
68.95,1.61,M,18,0,9,0,0,4,0,N,0,1,3
67.52,1.74,V,42,20,14,2,0,5,0,N,0,1,2
49.6,1.66,M,65,40,6,0,1,8,0,N,0,2,2
47.82,1.63,M,64,60,7,0,16,13,0,S,0,2,2
55.99,1.61,M,55,0,14,2,20,11,0,N,2,2,2
66.42,1.63,V,30,0,10,0,0,4,0,N,2,4,4
73.41,1.7,V,34,20,1,6,0,0,0,N,1,1,1
55.2,1.7,M,21,10,0,3,0,6,0,N,1,3,4
90.96,1.75,M,39,0,0,1,4,4,0,N,2,4,4
63.98,1.69,M,18,0,0,5,4,7,0,N,3,4,3
121.11,1.79,V,65,10,1,0,0,0,0,N,2,3,4
65.69,1.69,M,18,0,0,0,9,0,0,N,2,2,2
96.22,1.67,V,61,0,7,0,11,8,0,N,0,1,3
92.18,1.73,V,49,0,0,0,7,5,0,N,2,4,4
95.17,1.73,V,38,0,2,5,0,0,0,N,2,4,4
114.75,1.74,V,47,0,0,0,7,0,0,S,0,0,0
104.45,1.74,V,41,0,0,3,0,5,3,N,0,3,1
117.59,1.82,V,45,0,0,5,0,2,0,N,1,3,4
75.41,1.65,M,36,0,10,6,2,8,0,N,2,3,3
68.06,1.65,M,35,0,0,0,12,11,0,N,1,3,0
103.68,1.61,M,80,0,0,3,9,1,1,N,1,3,2
47.24,1.62,M,18,60,1,7,0,0,7,N,0,1,0
49,1.65,V,31,140,0,0,14,0,0,N,2,3,4
109.03,1.75,V,44,0,4,0,0,5,0,N,1,2,0
65.82,1.67,M,25,0,0,0,5,4,0,N,2,3,4
103.11,1.69,M,41,0,10,0,0,0,NA,N,0,0,1
118.92,1.82,V,41,0,0,2,0,0,0,S,0,2,1
79.14,1.79,V,45,0,0,0,14,10,0,N,2,4,4
107.54,1.65,M,47,0,0,0,1,0,0,S,1,2,1
71.54,1.61,M,18,0,1,3,0,0,0,N,3,4,4
49.6,1.66,V,42,100,0,2,13,0,0,S,1,3,3
141.38,1.88,V,78,10,4,0,0,0,0,N,1,3,2
78.81,1.64,M,56,0,0,0,23,8,0,N,0,0,0
86.18,1.67,M,24,0,0,0,0,4,0,N,0,1,1
59.41,1.75,V,29,0,1,1,20,6,0,N,1,3,2
65.54,1.73,V,30,0,3,0,9,14,0,N,1,3,4
63.23,1.63,M,18,0,12,0,0,0,0,N,2,3,3
103.55,1.64,M,60,0,3,0,5,4,0,N,2,2,1
88.45,1.81,V,71,0,4,0,25,11,0,N,2,3,3
91.75,1.65,M,34,0,0,7,3,0,0,N,0,2,2
81.68,1.69,M,35,0,0,0,6,10,1,N,0,2,2
50.56,1.64,M,31,0,19,0,10,0,0,N,3,4,4
55.76,1.76,V,29,20,0,0,7,6,0,N,2,3,2
50.2,1.67,M,27,140,0,2,11,8,10,N,0,1,0
67.34,1.73,V,18,0,20,2,0,0,0,N,2,3,3
98.05,1.82,V,44,0,9,2,10,5,0,N,1,2,1
49,1.65,M,59,50,16,0,2,0,5,N,3,3,4
78.32,1.7,M,18,0,0,0,0,2,0,N,3,4,2
59.62,1.82,V,18,0,12,1,9,7,0,N,3,4,4
82.69,1.61,M,45,0,14,0,0,5,0,N,1,1,2
49.6,1.66,M,58,30,12,0,9,5,0,N,0,0,1
52.63,1.71,M,38,40,12,0,30,20,0,N,1,2,2
50.2,1.67,M,42,50,0,0,7,8,0,N,1,4,4
83.22,1.66,M,61,0,0,3,19,13,0,N,0,2,2
64.56,1.62,M,48,0,0,5,16,7,0,N,2,4,4
69.43,1.55,M,20,0,0,0,3,0,0,N,0,1,4
72.54,1.69,V,33,0,10,3,9,2,0,N,1,2,4
105.32,1.72,V,33,0,0,4,0,4,0,N,1,1,1
80.04,1.65,M,31,0,0,2,0,4,0,N,2,3,3
76.11,1.86,V,42,0,10,0,14,5,0,N,1,3,4
124.64,1.79,V,63,0,0,4,12,8,0,N,0,0,0
55.76,1.76,V,47,80,0,0,5,2,1,N,1,1,0
106.38,1.79,V,37,0,0,0,1,0,0,N,1,3,2
48.41,1.64,M,69,170,0,2,0,2,2,S,2,4,3
60.28,1.83,V,37,40,0,7,5,0,0,N,1,4,4
49.6,1.66,M,58,70,9,3,0,0,0,N,1,2,3
58.97,1.81,V,51,100,23,1,12,4,1,N,1,1,1
112.9,1.68,V,72,0,1,0,15,3,0,N,0,1,1
94.79,1.66,M,50,0,5,1,2,3,0,N,3,4,3
43.8,1.56,M,69,70,8,5,5,6,0,N,0,2,1
107.58,1.64,M,41,0,0,0,0,0,0,N,0,1,1
73.4,1.69,M,60,0,7,4,23,22,3,N,0,1,1
100.86,1.7,V,42,0,0,4,1,7,0,N,0,1,2
53.25,1.72,V,28,40,4,3,3,4,0,N,1,2,4
116.96,1.71,V,68,0,0,0,0,0,0,N,1,2,3
103.55,1.73,V,27,0,0,1,2,0,0,N,0,0,0
119.77,1.78,V,58,0,12,0,0,1,0,N,1,3,4
82.81,1.82,V,18,10,0,4,0,0,0,N,0,1,2
53.87,1.73,V,31,50,16,0,16,4,0,N,1,3,4
59.83,1.68,M,35,0,5,0,15,7,0,N,3,4,2
86.27,1.6,M,46,0,1,3,2,0,2,N,2,4,4
75.08,1.68,M,24,0,0,0,1,8,0,N,2,2,3
94.16,1.71,V,45,0,12,0,6,0,0,N,0,1,1
109.32,1.67,V,56,0,0,0,2,3,0,N,2,2,2
84.87,1.76,M,31,0,0,1,1,5,0,N,2,3,3
52.02,1.7,V,34,0,16,2,23,22,0,N,2,2,3
51.41,1.69,V,48,90,7,4,2,9,0,N,2,4,2
97.27,1.66,M,33,0,1,2,0,0,0,N,0,1,0
58.32,1.8,V,33,100,0,4,3,8,0,N,2,3,2
51.41,1.69,V,41,20,0,3,12,7,0,N,2,2,2
53.87,1.73,V,64,150,0,4,0,0,0,N,2,2,3
78.06,1.76,V,24,0,14,3,0,0,0,N,1,3,2
52.02,1.7,V,44,70,14,2,19,12,0,N,0,2,1
95.11,1.68,V,41,0,15,6,0,0,2,N,1,2,2
74.4,1.66,M,44,0,13,0,10,1,0,N,0,2,3
97.96,1.81,V,24,0,0,0,1,4,0,N,0,1,1
53.79,1.64,M,51,30,0,0,11,3,4,N,1,0,0
74.01,1.79,V,42,0,0,0,22,18,0,N,1,1,1
104.39,1.71,V,46,0,0,3,4,8,0,S,1,2,3
54.5,1.74,M,21,100,0,1,5,5,2,N,1,3,2
54.5,1.74,V,62,60,22,0,10,5,1,N,1,1,2
58.32,1.8,V,64,80,0,2,0,5,0,N,0,2,2
50.91,1.65,M,51,40,0,1,3,1,7,S,1,0,1
85.56,1.62,M,50,10,5,2,0,8,0,N,1,1,2
70.76,1.61,M,31,0,2,4,8,0,0,N,2,2,2
109.65,1.77,M,39,0,0,5,1,7,0,N,1,2,2
123.9,1.76,V,65,0,1,0,0,0,0,N,0,1,2
69.02,1.62,M,67,0,0,3,32,22,0,N,1,1,0
44.37,1.57,M,35,70,6,0,10,5,0,N,3,3,1
43.25,1.55,M,27,140,0,2,4,3,6,N,0,0,0
77.76,1.61,M,69,0,2,0,26,17,0,N,1,1,0
113.08,1.8,V,49,0,17,5,0,5,0,N,0,0,0
85.49,1.76,V,18,0,0,1,3,0,0,N,1,2,3
60.36,1.62,M,45,20,6,0,5,1,0,N,1,2,0
79.09,1.66,M,52,0,0,0,17,7,0,N,1,2,3
107.58,1.64,M,45,0,0,4,0,0,0,N,1,1,2
85.9,1.73,V,24,0,0,0,1,5,0,N,2,2,2
94.2,1.65,M,50,0,12,4,0,3,0,N,1,3,2
100.45,1.75,V,46,0,12,0,0,16,0,N,1,1,1
50.8,1.68,V,42,70,14,3,28,16,6,N,1,2,2
46.66,1.61,V,49,170,9,0,2,4,1,N,2,4,4
82.67,1.62,M,49,10,0,2,0,0,0,N,2,3,3
56.39,1.77,V,22,100,0,0,0,2,0,N,1,1,0
87.37,1.58,M,31,0,2,0,0,0,0,N,1,2,1
133.96,1.83,V,58,0,0,5,0,0,0,N,2,3,4
121.1,1.74,M,59,0,1,0,0,0,0,N,1,1,0
100.57,1.77,V,42,0,6,7,0,5,0,N,2,4,4
100.86,1.73,V,64,0,0,1,18,12,0,N,0,1,1
58.32,1.8,V,21,0,22,0,16,13,0,N,2,3,2
91.41,1.72,M,48,0,15,4,0,6,0,N,2,4,4
57.03,1.78,V,37,70,0,0,0,2,0,N,0,0,1
98.91,1.85,V,20,0,0,2,0,0,1,N,1,3,2
121.1,1.74,V,66,0,0,7,0,3,1,N,2,3,1
109.35,1.76,V,62,0,0,0,10,0,0,N,1,3,3
116.78,1.76,V,54,0,2,0,5,6,0,N,2,0,1
50.2,1.67,M,36,280,5,2,14,6,3,N,1,1,0
85.8,1.68,M,21,0,0,0,0,0,0,N,0,1,1
89.29,1.64,M,45,0,0,0,0,2,0,N,0,4,4
118.34,1.72,V,61,0,4,8,1,0,0,N,0,1,1
56.39,1.77,V,50,220,9,1,2,1,0,N,1,1,1
49.6,1.66,V,22,100,8,6,0,0,5,N,0,2,4
121.1,1.74,M,61,0,0,1,0,1,0,N,0,1,1
104.14,1.72,V,35,0,0,3,0,0,0,N,1,1,1
54.77,1.73,V,18,0,0,3,14,14,0,N,0,1,1
106.21,1.72,V,45,0,0,0,9,4,0,N,1,0,0
52.63,1.71,M,30,190,2,3,0,0,0,N,1,3,2
119.72,1.73,M,60,0,0,0,0,0,0,N,2,2,2
115.54,1.76,V,52,0,0,0,2,0,0,N,1,3,4
83.38,1.64,M,38,0,0,3,1,0,0,N,2,4,4
55.76,1.76,V,59,80,0,3,2,0,0,N,2,4,4
73.07,1.67,M,46,0,5,0,8,7,2,N,1,3,4
54.5,1.74,V,40,50,5,0,7,6,0,N,1,1,1
109.31,1.82,V,23,0,0,3,0,3,0,N,0,1,0
69.55,1.77,V,18,10,0,7,0,0,0,N,1,2,3
111.56,1.67,M,53,0,1,2,0,0,0,N,0,0,0
60.82,1.71,M,38,20,7,4,6,0,0,N,1,1,1
70.47,1.64,M,18,0,0,0,0,9,0,N,1,2,2
90.07,1.8,V,22,0,3,1,4,3,0,N,0,1,2
56.39,1.77,V,18,50,5,3,0,2,0,N,0,3,4
82.41,1.68,M,44,10,7,7,2,10,6,N,0,0,1
114.71,1.79,V,32,0,0,2,0,0,2,N,2,2,0
122.5,1.75,V,68,0,11,0,0,0,0,N,0,0,0
60.89,1.62,M,61,10,0,0,21,17,0,N,0,1,1
85.02,1.63,M,31,0,0,2,0,2,4,N,2,3,2
55.76,1.76,V,59,30,0,4,14,12,0,N,2,0,0
110.58,1.76,V,67,0,0,3,15,14,0,N,0,0,1
110.22,1.66,V,61,0,0,7,0,0,0,N,3,4,3
110.22,1.66,M,58,0,0,1,1,5,0,N,1,1,1
50.8,1.68,V,28,130,0,0,3,6,0,N,1,1,1
121.1,1.74,V,50,0,0,5,1,0,0,N,0,2,0
65.06,1.61,M,24,0,0,0,6,5,0,N,1,1,3
106.99,1.65,M,45,0,0,3,0,0,1,S,2,2,1
50.2,1.67,M,33,170,6,5,0,6,0,N,0,1,1
100.86,1.7,V,59,0,8,0,9,7,5,N,0,3,3
113.53,1.74,V,40,0,0,0,0,0,0,N,0,0,1
97.88,1.76,V,45,0,0,1,6,3,0,S,1,3,4
76.32,1.71,M,41,10,2,3,0,3,0,N,2,4,4
55.37,1.62,M,50,0,5,1,19,11,0,N,4,4,4
96.79,1.71,V,38,0,6,2,0,0,0,N,2,2,2
71.75,1.74,V,18,0,0,0,7,0,0,N,3,3,4
103.89,1.66,M,72,0,0,5,11,9,0,N,1,2,3
92.64,1.62,M,40,0,0,4,0,8,0,N,1,1,0
107.27,1.65,V,46,0,0,3,0,0,2,S,0,2,1
130.27,1.83,V,50,0,0,2,4,0,0,N,2,1,0
75.08,1.68,M,27,0,0,0,4,0,0,N,2,4,4
86.36,1.75,V,30,0,0,0,0,4,0,N,2,3,4
102.06,1.73,M,37,0,6,1,0,0,0,N,1,2,0
86.51,1.79,V,30,0,1,1,8,12,0,N,0,0,0
87.85,1.56,M,24,0,0,8,0,0,0,N,0,0,0
46.66,1.61,M,55,40,0,0,12,4,0,N,2,2,3
115.02,1.8,V,56,0,0,6,16,0,0,S,0,1,0
50.2,1.67,M,30,0,0,3,26,11,0,N,1,2,3
104.3,1.67,M,46,0,0,6,6,0,5,N,0,1,2
79.06,1.8,V,57,30,0,6,2,0,0,N,1,2,1
80.36,1.57,V,39,0,7,1,4,0,0,N,0,2,2
82.3,1.64,V,27,0,0,0,0,0,0,N,2,3,4
50.2,1.67,M,73,130,0,0,0,0,0,N,0,2,1
57.67,1.79,V,46,80,16,1,7,3,1,N,2,3,3
67.97,1.62,M,41,0,0,0,10,10,0,N,3,4,4
112.48,1.78,V,51,10,0,0,0,3,6,S,0,0,0
57.93,1.76,V,44,0,4,3,17,15,0,N,3,4,4
44.94,1.58,M,18,120,0,2,7,1,0,N,2,3,4
93.64,1.53,M,69,10,8,0,0,2,0,N,0,1,0
58.32,1.8,V,37,40,0,1,0,2,1,N,0,0,0
55.27,1.65,V,37,0,19,1,10,5,0,S,1,4,4
81.95,1.65,M,38,0,0,3,8,0,0,N,1,2,3
50.2,1.67,V,18,0,0,0,20,8,NA,N,0,0,0
74.42,1.75,M,18,0,16,2,0,0,0,N,3,2,2
51.93,1.58,M,27,0,0,0,10,14,0,N,2,3,3
55.76,1.76,V,18,40,0,0,1,5,0,N,1,1,0
51.41,1.69,M,38,140,0,1,0,0,0,N,1,4,4
78.93,1.67,M,40,0,1,0,11,7,0,N,2,2,2
128.88,1.9,V,50,0,8,3,2,2,0,N,3,3,2
129.41,1.81,V,52,0,9,4,0,0,0,N,0,1,1
54.5,1.74,V,53,100,0,1,0,0,0,N,0,2,0
97.33,1.72,V,56,10,0,3,0,9,0,N,0,2,2
99.17,1.78,V,41,0,0,0,3,1,0,N,3,4,3
50.8,1.68,V,18,0,8,0,11,9,0,N,0,2,3
110.16,1.8,V,40,0,0,2,0,5,0,N,1,1,1
79.47,1.7,M,37,0,4,0,9,9,0,N,1,2,1
86.18,1.67,M,38,0,0,1,12,3,0,N,2,3,1
121.43,1.76,V,55,0,0,0,0,0,0,N,3,4,3
51.41,1.69,M,20,40,1,4,0,0,0,N,4,3,3
66.97,1.64,M,29,0,0,2,10,13,0,N,0,1,1
76.42,1.56,M,36,0,5,1,0,0,0,N,3,4,3
105.06,1.74,V,44,0,12,5,0,0,1,N,2,2,1
138.38,1.86,V,65,0,0,1,0,0,0,N,1,3,3
76.92,1.73,M,43,0,7,0,18,2,0,N,2,3,2
82.88,1.58,M,47,0,5,1,3,1,0,N,0,2,4
106.93,1.7,V,57,0,11,0,1,11,0,N,1,1,1
104.98,1.62,M,60,0,0,0,3,0,0,N,2,3,1
83.04,1.71,M,30,0,5,3,0,0,0,N,0,3,4
87.76,1.78,V,46,10,0,3,5,2,0,N,1,3,2
69.38,1.6,M,24,0,0,7,9,0,0,N,1,1,1
109.35,1.76,V,28,0,0,5,0,4,0,N,0,1,1
99.7,1.72,V,47,0,0,3,11,2,0,N,0,2,2
47.82,1.63,M,24,70,17,0,7,9,0,N,1,2,2
126.28,1.86,V,46,0,1,0,0,2,0,S,0,2,1
58.1,1.64,M,42,0,0,0,23,17,0,N,1,2,2
52.63,1.71,V,36,100,9,0,11,2,0,N,1,3,2
53.25,1.72,V,45,110,16,1,18,6,0,N,1,1,1
49.6,1.66,M,47,110,1,1,16,4,0,N,1,0,1
55.12,1.75,M,18,20,0,0,12,8,0,N,0,2,2
97.09,1.64,M,49,0,0,0,5,0,0,N,3,2,2
47.24,1.62,M,37,0,8,2,18,8,0,N,1,4,4
71.12,1.68,M,32,0,10,5,11,9,0,N,1,1,0
60.28,1.83,V,44,60,0,2,30,17,0,N,1,1,2
111.56,1.67,M,62,0,0,0,0,1,0,N,1,3,4
57.03,1.78,V,52,50,3,0,0,0,0,N,1,0,0
85.56,1.62,M,22,0,0,0,0,0,0,N,1,1,0
106.56,1.76,V,41,0,14,6,0,1,NA,N,1,2,2
84.78,1.67,M,31,0,1,0,0,0,0,N,4,4,3
42.14,1.53,M,42,90,0,0,4,1,0,N,2,3,4
94.94,1.75,V,18,0,4,3,0,0,0,N,0,1,0
98.22,1.68,M,32,0,0,1,0,0,1,N,3,3,1
59.62,1.82,V,33,30,0,0,7,3,0,N,1,3,1
58.32,1.61,M,25,0,1,2,13,6,NA,N,1,1,2
105.91,1.72,V,53,0,6,10,0,4,0,N,2,3,4
97.27,1.73,M,59,0,0,0,19,11,NA,N,2,1,0
57.67,1.79,M,28,140,7,8,0,0,0,N,1,2,1
76.38,1.64,M,18,0,0,1,1,0,0,N,2,2,2
93.69,1.66,M,62,10,0,4,6,3,0,N,0,2,1
62.84,1.52,M,40,0,0,0,15,0,0,N,1,3,1
87.43,1.71,V,41,0,5,1,0,4,3,N,3,4,4
94.79,1.7,V,49,0,13,2,11,5,12,N,1,0,0
60.94,1.84,V,36,90,0,0,19,2,1,N,1,1,1
89.88,1.7,M,23,0,0,5,1,4,0,N,1,1,1
67.77,1.67,V,25,0,4,0,5,3,0,N,2,4,3
54.5,1.74,V,53,80,8,3,8,1,0,N,2,3,2
104.99,1.66,V,68,0,8,4,3,7,0,N,1,3,4
55.12,1.75,V,34,140,5,0,0,7,0,N,0,1,1
62.85,1.57,M,18,0,13,4,0,0,0,N,1,3,2
55.76,1.76,V,40,0,10,0,19,17,0,N,1,2,1
89.75,1.59,M,48,0,0,3,0,0,0,N,1,4,3
84.24,1.62,M,68,0,0,0,19,3,0,N,3,4,3
80.64,1.6,M,47,0,8,0,6,6,NA,N,1,3,2
90.64,1.67,M,37,0,0,0,10,5,3,N,1,0,0
55.76,1.76,V,33,70,13,3,11,7,9,N,0,0,0
100.57,1.61,M,42,0,0,6,0,0,0,N,0,1,2
73.36,1.61,M,53,0,7,0,7,10,0,N,2,3,3
51.98,1.69,M,28,0,14,1,13,5,0,N,2,2,3
47.82,1.63,M,42,60,9,0,15,11,0,N,3,4,4
46.08,1.6,M,41,40,6,3,15,6,0,N,0,0,0
71.65,1.66,M,20,0,7,1,0,0,0,N,2,2,2
98.61,1.75,V,59,0,16,3,4,8,2,N,2,4,4
62.75,1.67,M,45,0,0,1,21,9,0,N,2,3,4
100.29,1.72,V,32,0,0,8,1,0,2,N,1,2,2
48.41,1.64,M,51,0,23,0,28,11,3,N,0,1,1
59.62,1.82,V,53,30,4,5,26,10,0,N,1,3,1
58.32,1.8,V,44,20,0,0,22,7,0,S,1,4,4
99.11,1.58,M,46,0,0,0,0,1,0,N,1,1,2
88.73,1.66,M,38,0,0,0,0,0,0,N,2,4,4
78.54,1.69,M,25,0,0,5,0,2,0,N,2,4,4
51.41,1.69,M,65,60,11,0,0,3,0,N,1,2,1
102.64,1.71,V,57,0,13,0,3,4,0,N,0,2,1
103.54,1.74,V,43,0,0,2,4,0,0,N,1,2,2
69.73,1.73,M,48,0,0,0,18,12,0,N,2,3,4
117.94,1.8,V,36,0,8,3,2,0,0,N,0,0,1
97.27,1.78,V,26,0,3,0,0,1,7,N,1,3,2
53.87,1.73,V,35,40,0,1,0,1,0,N,1,2,2
53.87,1.73,V,45,70,7,4,19,16,1,N,1,3,1
102.02,1.7,M,38,0,6,8,0,1,0,N,0,1,2
47.24,1.62,M,67,60,0,1,23,2,0,N,1,3,4
49,1.65,M,59,70,9,0,0,0,2,N,1,2,0
102.64,1.65,M,50,0,0,2,0,0,0,N,2,4,2
46.08,1.6,M,22,140,0,0,14,0,0,S,0,0,0
100.28,1.7,M,45,0,4,0,4,0,0,N,1,1,1
53.87,1.73,M,58,200,1,3,10,3,0,N,1,3,3
50.8,1.68,V,43,40,0,0,18,16,1,N,1,2,4
59.69,1.69,M,28,0,1,1,14,17,0,N,0,1,2
68.79,1.85,V,19,0,5,0,16,3,0,N,0,0,0
110.22,1.66,M,53,0,0,0,0,7,4,N,1,0,0
65.38,1.72,M,53,0,4,0,15,15,0,N,2,4,4
105.35,1.73,V,45,0,1,2,2,3,0,N,2,3,2
68.36,1.8,V,48,0,6,0,16,16,0,N,0,3,4
93.7,1.6,M,49,0,6,4,4,0,0,N,0,1,1
70.44,1.81,V,40,20,13,0,1,0,0,N,0,2,1
85.46,1.82,V,34,0,16,5,0,9,0,S,1,2,1
53.67,1.58,M,18,0,4,4,18,0,0,N,0,0,0
53.87,1.73,V,38,230,14,2,16,20,0,N,3,2,1
83.97,1.69,V,35,0,0,2,1,0,1,N,1,4,4
102.4,1.6,M,49,0,0,4,0,0,4,N,0,1,1
79.62,1.57,M,42,0,0,5,5,0,NA,N,1,3,3
74.11,1.75,M,27,0,8,0,6,3,0,N,1,2,2
126.74,1.78,V,46,0,0,0,0,0,0,N,0,1,1
103.42,1.61,M,51,0,0,4,1,1,0,N,1,1,1
106.57,1.75,V,56,10,0,6,0,0,0,N,2,2,4
46.66,1.61,M,37,50,0,3,0,3,0,N,1,2,3
111.56,1.67,M,47,0,0,3,0,0,0,N,0,1,0
111.56,1.67,V,61,0,10,5,0,0,0,N,0,2,2
54.5,1.74,V,32,40,2,1,1,0,0,N,0,1,1
103.24,1.74,V,32,0,2,0,0,0,2,N,1,0,0
114.24,1.69,M,72,0,11,1,0,0,0,N,1,2,3
96.65,1.65,M,33,0,0,0,0,0,0,N,1,2,2
50.2,1.67,V,29,90,0,0,15,10,0,N,1,3,3
79.07,1.64,M,25,0,3,0,0,2,0,N,2,3,2
70.41,1.63,M,28,0,1,2,3,5,0,N,1,3,4
63.88,1.74,V,21,0,0,2,14,1,0,N,2,4,2
114.24,1.69,M,65,0,10,0,3,0,5,N,0,0,0
66.93,1.67,M,18,0,3,1,6,5,0,N,0,1,0
76.13,1.77,V,48,20,10,1,0,0,0,S,1,3,3
55.76,1.76,V,52,30,2,2,20,8,0,N,1,2,3
94.21,1.7,M,40,0,11,1,3,0,0,S,0,2,2
87.01,1.57,M,45,0,0,5,0,0,0,N,1,4,4
92.19,1.7,V,49,0,8,0,5,0,5,N,3,4,4
85.38,1.74,M,41,0,16,3,11,3,0,N,1,2,1
93.68,1.69,M,43,0,0,0,4,12,0,N,0,1,1
81.76,1.64,M,50,0,0,0,15,12,0,N,0,0,0
90.1,1.82,V,18,0,0,0,0,0,0,S,1,2,2
66.1,1.67,M,42,0,6,0,14,7,0,N,1,2,3
62.87,1.71,M,18,0,22,2,0,9,0,N,0,1,1
107.58,1.64,M,58,0,0,1,0,0,0,N,2,2,2
55.12,1.75,M,39,40,0,2,3,5,0,N,1,2,4
101.56,1.62,M,41,0,0,6,0,4,0,N,1,1,1
104.95,1.63,M,49,0,0,0,0,5,1,N,1,2,1
115.6,1.7,V,64,0,0,0,0,0,0,N,1,2,1
57.03,1.78,V,45,90,2,0,2,6,2,N,0,1,0
53.87,1.73,V,18,20,0,0,15,12,0,N,0,1,1
58.32,1.8,V,33,50,4,0,0,0,0,N,1,2,2
57.03,1.78,V,22,20,7,3,1,3,2,N,1,2,1
99.86,1.58,M,55,0,0,0,0,5,3,N,0,2,3
75.06,1.62,M,45,0,11,0,8,0,0,N,1,3,4
46.08,1.6,V,49,50,0,1,0,2,0,N,0,1,1
97.24,1.63,M,62,0,1,1,10,5,2,N,2,3,3
59.62,1.82,V,32,250,18,0,17,5,2,N,2,4,4
51.41,1.69,M,37,50,5,1,1,0,0,N,1,3,3
80.44,1.68,M,53,0,1,5,17,3,0,N,2,2,3
60.28,1.83,V,34,50,13,0,7,13,0,S,2,3,4
